session_id,mean_rt,rt_std,max_rt,min_rt,lapse_count,lapse_ratio,fatigue_index,consistency_score,degradation_score,attention_label
15,542.8094688789324,137.38283832523706,958.5462696047696,364.81066478562303,3,0.066666667,0.11616650026282499,0.008294291,262.7215226364607,High
16,423.57953266384186,65.38879877016535,915.8922967264308,359.0981077752984,1,0.022222222,-0.060508245,0.012054724,172.51543592458964,Normal
17,465.1018239630135,126.0461707759053,932.3161020623684,235.96164649388817,1,0.022222222,0.055913692914862256,0.007559113,205.534062,Mild
18,363.3478610599938,21.21012030574384,475.3784574459649,328.93063466051984,0,0,-0.010981825,0.033825889,139.0784948,Normal
19,492.0486268525058,71.83687746,838.3692204187385,411.8966208593107,0,0,0.056484547,0.015238772,212.4852692,Mild
20,515.3229400775397,123.51063475089316,949.3462435,265.2224553631473,1,0.022222222,-0.205861845,0.007406747,166.58775395389983,Normal
21,570.3401664843412,175.7072980535593,1041.9229164413252,342.7038342,5,0.1111111111111111,-0.026008123,0.00591253,262.2919148688022,High
22,387.7531761026069,128.55165702685497,849.9205041153006,200,0,0,0.082082047,0.008632128,177.64554229866704,Normal
23,540.4159699960277,158.04555023688286,1001.5882982265114,276.4640308810975,4,0.088888889,-0.056714159,0.006574902,245.5451385524403,High
24,415.37306469072706,101.52166341488146,844.1699384242659,347.00032073679006,0,0,-0.054357931,0.010031685,165.04454774558795,Normal
25,386.1206093008209,49.92368946758616,708.1462157,321.67813932418244,0,0,-0.066447304,0.016446713,134.8134069765835,High
26,469.51852157463304,150.6488241842994,997.6476048724576,239.2197959354484,2,0.044444444,0.03490996,0.00624542,231.6816870637512,Mild
27,524.6932960955537,147.48781236813022,893.2500200384685,348.61809344867623,2,0.044444444,0.16462196683264538,0.007353394,252.91479799656727,High
28,506.1600616807864,100.10601930263003,919.855578,415.64790177688985,1,0.022222222,0.16929750776760896,0.010716674,241.08808736913176,High
29,443.4907631390799,164.82774905738785,860.1452434095986,200,2,0.044444444,0.070816734,0.006016198,223.06395720432124,High
30,383.87777961497085,140.99430216957774,842.4035680577392,253.57154666664653,0,0,0.1803602988265239,0.00684119,213.2449053884227,Mild
31,490.29204772005926,50.16164440701405,798.8138040622332,343.2758300539998,0,0,-0.093700224,0.014001734,159.4959349269176,Normal
32,443.20602381705686,86.38751988040102,848.4382414471273,298.4611236793796,0,0,0.036677412745260415,0.010194091,189.8128642,Mild
33,382.1030176682118,65.61624818067295,556.3578095261208,305.1862878058778,0,0,0.055896274,0.02105172,168.47473558612313,Normal
34,398.21985311470775,24.413770747200665,448.7743095909793,287.5027252379683,0,0,-0.006402683,0.026165458,139.93334496445755,Normal
35,484.22014838547733,125.48675018633296,976.8211088,303.1600998,1,0.022222222,0.17937167266765092,0.008026201,252.0286682525514,High
36,539.4450227686874,131.01536891682593,1013.3779409879044,360.5748409123527,2,0.044444444,-0.035246329,0.008200692,221.7437278453455,Normal
37,398.2395973079721,58.98068257012352,850.5296034,353.02141736740043,1,0.022222222,0.057601542430260826,0.013787416,190.94053096970063,Mild
38,391.58837597565525,44.67877830582184,512.0925689269811,349.4839750915783,0,0,-0.049441348,0.022814552,148.48653397167558,Normal
39,465.1528478880929,130.38904427777405,850.8683991965484,312.5767621633803,1,0.022222222,0.10403652302714918,0.008196057,215.5295035226877,Mild
40,451.5778056397389,66.90868381335578,820.0577737438632,345.1412091275918,0,0,-0.065419809,0.014752811,159.00195075850016,Normal
41,553.0835416542812,125.46730782888815,903.1741005917202,384.2372275544793,2,0.044444444,0.094196797,0.010226698,244.2603617137677,High
42,464.96126611357056,52.921302397419964,829.6930907523765,375.54779803739046,0,0,0.015277669558935997,0.014162843,186.97240482292773,Mild
43,485.06636425970754,138.0149887579275,912.6826445076524,339.35768356329027,2,0.044444444,0.062956262,0.007786482,223.94149462746415,High
44,517.9321084,134.96310719161045,1004.9067441050828,391.2950333890682,3,0.066666667,0.013156217586826386,0.007262632,242.78237052896944,High
45,459.24529122269405,47.25828329812815,545.0838841800909,378.9636446631341,0,0,-0.014536268,0.024667554,175.80806011856745,Normal
46,622.2191101,149.97259746549676,1080.906384033934,421.7883098124307,5,0.1111111111111111,0.038981463,0.006823166,289.74776448923257,High
47,438.99985088288093,63.099720227555686,832.7256086993463,321.8713157306006,0,0,0.065119457,0.013999469,175.95437442564366,Normal
48,491.27666622967473,73.13715020937875,907.2534935,421.89558169319497,1,0.022222222,-0.041771165,0.01391843,187.24776799923168,Mild
49,337.44105419486203,115.3610071867132,846.6238749,215.3045656777277,0,0,0.052636029,0.0074107,176.87124511623023,Normal
50,483.32254779550715,166.91986379337834,884.3849598,204.7469662321001,1,0.022222222,0.12154908261818378,0.006177133,235.84895425390064,High
51,472.5911711238818,124.04813884466114,919.9643540011432,324.04459435006555,2,0.044444444,0.016913461,0.008192252,209.3742492,Mild
52,508.1978318232849,117.4894076553131,859.1315464427331,337.49513881060795,1,0.022222222,0.047859135,0.008920383,227.7811,High
53,530.2793996127218,101.55493258284798,971.1371495,363.3789731994774,1,0.022222222,0.010052792935070682,0.010872668,210.6823085980476,Normal
54,464.637205,153.55371278477256,964.9139517447112,264.38842021338246,2,0.044444444,0.14106447082688076,0.006627893,231.1859881,High
55,556.8252968702624,130.89286958435187,1028.8008996139924,352.2086974968054,2,0.044444444,0.13009335576174047,0.007668007,256.0092878771428,High
56,573.9049221093773,142.35668106590995,1036.7803018110642,405.9536342890233,5,0.1111111111111111,-0.016709129,0.006571711,267.2460775,High
57,544.0636239903779,165.1996413564231,1025.941196656489,272.85593966522447,3,0.066666667,0.006920611,0.005769613,248.93384704579356,High
58,504.4130216433443,120.00165506153728,813.2915763951696,307.7876974096471,0,0,0.014718545605683078,0.009163021,205.0198125839697,Mild
59,491.35075665527455,81.40141486472086,726.1873078915582,369.5100021543369,0,0,-0.013331712,0.014697656,177.28156639013918,Normal
60,384.6711534529759,22.141843416714686,445.6350973531349,334.76020540530084,0,0,-0.000711429,0.039180427,145.5776562017882,Normal
61,432.6773351714771,55.08677176871815,532.3196036460824,308.68009370134183,0,0,0.050678078,0.017976964,179.39281548280255,Normal
62,450.6981398201141,112.55570911820486,972.3825118527416,320.3290057666284,2,0.044444444,-0.029513539,0.008156484,201.14802515247817,Mild
63,464.31922513771644,140.88715400422112,888.6179823995117,333.22305659491104,2,0.044444444,-0.068993665,0.007682876,199.1603822861495,Mild
64,499.7226856697093,53.46926234654045,567.8788418195636,331.62388553205363,0,0,-0.001158202,0.020913898,181.68099098681256,Mild
65,493.9710189029234,54.84107040953499,523.8066541923836,358.84887285054333,0,0,0.006518235,0.027450736,169.56540187980707,Normal
66,410.62710911301724,53.805809019136106,785.5355256232092,346.45889913260453,0,0,-0.084159932,0.015725981,144.86429216956074,Normal
67,577.7647100597231,150.25725254159207,1120.0957926927254,365.0596867633518,4,0.088888889,-0.011621899,0.006450059,248.36543446367395,High
68,447.2036851,51.06249205573289,510.0481418412511,325.8838326044236,0,0,0.060244295,0.020101297,176.53147542140667,Normal
69,457.4412544882443,154.04609654747543,1063.893801903528,258.18987893759214,2,0.044444444,-0.000918717,0.006730327,212.67655493629945,Mild
70,466.5549665674755,93.89750868271923,795.1643952924804,297.1049172128781,0,0,-0.066647789,0.010303523,170.74086556726525,Normal
71,534.5967087928317,109.20631021144288,994.1456572362732,388.1200471792838,2,0.044444444,0.012241653359699876,0.008407889,215.1016096183139,High
72,483.4428867295019,41.490607079202086,562.8457147797069,386.5969743589965,0,0,0.013800381322969787,0.029694269,180.18896139621563,Normal
73,424.98011259688946,55.2153746,505.6323148125964,293.1597251,0,0,-0.042284594,0.020406489,143.35797201373262,Normal
74,311.79442508087425,70.90508378664585,752.3419306711928,264.32052275601603,0,0,-0.02576817,0.01233535,150.57350424289106,Normal
75,465.9898005691773,41.616821353226385,504.9196368577152,395.5742384539394,0,0,0.009022079,0.034408728,163.4928633277268,Mild
76,566.3522777206692,157.96941208160428,1036.4931066217089,303.7560218559006,4,0.088888889,0.1307885712023597,0.006790368,275.8896208095114,High
77,462.13291645952734,78.84453799278722,876.1628806866172,379.0942305326123,1,0.022222222,0.048793227840899386,0.012738598,199.7622917521756,Mild
78,482.81433785569135,66.59076706919596,835.4798747273699,403.0148042834588,0,0,-0.040183541,0.014971228,177.0821570325004,Normal
79,294.1445858,40.05051208043377,428.3369540716812,266.24546037049885,0,0,0.003262756,0.028161133,129.03242923781696,Normal
80,520.7175538,130.50769268363175,1012.6423010887258,351.2514250175528,3,0.066666667,0.17332002056489476,0.007136499,265.56535592905914,High
81,492.8965366628698,78.48405680909836,761.2148228,333.10385849552944,0,0,0.050204357024352816,0.012628855,203.0312142838533,Mild
82,569.1874219369712,74.01242730244962,853.8332428353889,399.8908103686951,1,0.022222222,0.077536621,0.010358802,231.8919396204641,High
83,435.35312612868705,83.45496871046711,793.1322365267674,342.6312769011114,0,0,0.016812549,0.013211713,179.6087301387929,Normal
84,433.7662777916869,118.2436874208482,898.3346144649979,200,1,0.022222222,0.097348012,0.007415173,214.86493770424977,Mild
85,417.8966462877066,122.29170400211022,811.9313781290223,248.41137053572896,0,0,-0.040781396,0.009237235,164.31543665352328,Normal
86,558.8302733956181,143.24623253317677,1007.5082890589874,345.8630867924195,3,0.066666667,0.086177777,0.006777481,255.24258570344813,High
87,426.4280702,74.66348665972012,838.7041450736094,330.80402425405305,0,0,-0.038861865,0.01285675,160.60987338239167,Normal
88,531.5090242566723,89.20862437148764,946.7945553155585,441.1299774702381,2,0.044444444,0.10382391932046578,0.010364202,243.3841877294595,High
89,517.1453248695551,128.8037688044499,879.8200302904845,282.06193167947725,2,0.044444444,0.092888846,0.007536695,234.2554795424648,High
90,609.6097563432694,140.09307349237733,1055.5254779759366,513.4948722925105,3,0.066666667,0.053288895446781205,0.007879739,267.7660103543037,High
91,514.5604520636366,55.65745162272876,989.9509182341026,422.9235161,1,0.022222222,-0.031208935,0.012264591,191.77035364503277,Normal
92,402.48282336781307,99.15497660543905,849.0905960826606,338.0033297589419,0,0,-0.009714952,0.011443569,164.74930514455647,Normal
93,506.37471703322797,105.98150381427192,935.2952413505568,362.7863208914472,2,0.044444444,-0.016941325,0.009652391,209.92204463415783,High
94,343.9169027674015,13.302804126649583,426.1348891198659,301.6345086452429,0,0,-0.026149176,0.037917538,126.96744394605857,Normal
95,359.77439402313667,113.7615074612795,853.6988812980138,215.6668889587708,1,0.022222222,-0.090357621,0.007967199,155.46552048566642,Normal
96,498.5703473120827,172.7438064,1123.533411421388,275.4908871876729,2,0.044444444,-0.044399774,0.006370243,208.9179411629679,Mild
97,461.37745763580926,59.11756269074199,757.7606458175546,393.4395154266224,0,0,0.057868916,0.014373468,185.5510374403569,Mild
98,583.14843,144.99789308015437,961.2403188,368.13682578094665,6,0.1333333333333333,-0.018593239,0.006347941,266.27097409951807,High
99,407.1725775804702,39.70797712046895,470.4583827339944,338.3981108854694,0,0,0.066291263,0.034089168,165.62115906776546,Normal
100,526.2275410203622,152.55014751669384,1042.3496291456554,366.9580804464828,4,0.088888889,-0.072215834,0.006659358,234.7353513983128,High
101,589.2631440166454,193.30355983309963,1131.212964,325.1770497717951,5,0.1111111111111111,0.13449877603282867,0.004909594,312.1357493143884,High
102,471.2677637118933,76.58598865626489,926.8407982396076,394.01350487813977,1,0.022222222,0.035963833,0.013259128,197.3074564509629,Mild
103,398.1823387080773,12.356417607781777,455.3989202277508,379.68556246436026,0,0,-0.002137885,0.042347859,154.34970703384374,Normal
104,602.4531603737603,154.04178649220233,1046.6007088079955,442.6755720344332,6,0.1333333333333333,0.014820322587619828,0.006942826,275.52822787455915,Normal
105,548.9936025111222,140.11760751933352,1042.8480964857167,308.3843816656911,2,0.044444444,-0.06652592,0.007662606,217.08808620417815,Mild
106,463.7840281260572,107.1300549,834.3902141,241.42436565163223,0,0,-0.052098129,0.009726681,158.3159892514962,Normal
107,419.1034519332413,119.90646803737981,873.4692150948238,330.5488892500322,1,0.022222222,0.17364311757346818,0.008525886,212.4213591170103,Normal
108,459.23428071308905,106.78853377656152,995.9872179,365.7972538673872,1,0.022222222,-0.031850249,0.011089345,181.2934305827545,Mild
109,565.8476566627461,132.64763088136496,991.2350945,358.4747840865024,3,0.066666667,0.12243891506017633,0.007482187,266.8326343779999,High
110,396.3831584222516,89.10663608204699,877.2637139261561,334.4326030968775,1,0.022222222,0.008817399,0.009811099,183.86013156394176,Mild
111,480.3096623347399,113.09207134587447,892.0868147593487,322.73573109980134,1,0.022222222,0.19263320355286287,0.00912431,236.69622345154605,High
112,426.28486697185355,52.03749806515817,508.67988266124206,358.7089411016448,0,0,0.014288885,0.031078073,160.84789879687742,Normal
113,588.3554544137203,120.84723606418436,932.3757953,374.48692080799526,3,0.066666667,0.044723255,0.007576054,240.0097606000457,High
114,467.1985728604385,44.46612356796126,561.8017410610591,379.3580938671554,0,0,-0.000395734,0.020374586,176.8528455866125,Normal
115,494.8054611859605,86.06389488949371,853.8910530199851,351.5258763862096,1,0.022222222,0.11787112160485576,0.012062808,220.4443203608653,Mild
116,539.3980961978461,105.73810036987066,1022.4237992386412,420.0217815658573,2,0.044444444,0.009333842,0.00932165,223.03331303376143,High
117,532.0139063,119.54465609792783,1023.789221981596,409.2290916887097,2,0.044444444,0.12485396284501137,0.007670612,262.3437515203746,High
118,433.4964346426608,98.53157038535362,867.6925170181917,309.40349887470666,1,0.022222222,-0.109980493,0.011323362,151.40734231251042,Normal
119,511.78968249895945,154.99261048032642,843.3088789727423,323.8339609618959,0,0,0.1153813116345962,0.007530563,227.8925763550718,High
120,450.9861035744163,153.99999691565816,937.5901637581272,240.8442802508524,2,0.044444444,-0.085780089,0.006534296,181.36246312195897,Mild
121,435.8053011628428,39.245511807792255,573.1272838754634,356.0639847514784,0,0,0.00223836,0.020289657,173.15806935496803,Normal
122,619.1650794841551,144.3228327015563,1086.5635439938071,377.7157340894445,4,0.088888889,0.026211211457365505,0.006218424,268.14369588760843,High
123,393.96560161720345,74.95098413432359,743.4674717,320.0701758606504,0,0,0.037452918,0.013629321,174.12345422078218,Normal
124,393.01329672585047,139.02849814390225,786.2117148679158,200,0,0,0.092240084,0.007752556,180.62572664565985,Normal
125,598.4359033568543,79.38829279782703,931.2836067941192,439.10942243488137,1,0.022222222,0.10864981907937243,0.01322111,234.55353521808163,High
126,556.2863917772256,97.98374892203421,1011.9524796331992,416.94449008103936,2,0.044444444,-0.000157815,0.010100216,237.40532513699543,High
127,505.88350674380666,88.74820278871145,961.9231085847804,320.85513778559977,1,0.022222222,0.1000194778273579,0.010455776,230.20557674054209,High
128,387.0261945735467,42.958135465186594,680.3503377524853,301.2651842252135,0,0,-0.007224035,0.01822165,146.57315531409705,Normal
129,476.18533906715027,134.15452913539755,872.8250514517235,323.86168973792854,2,0.044444444,0.12760355265019713,0.007885999,238.53649411371447,High
130,396.17090696323925,145.21508799424254,922.7843130686222,238.0986665301415,2,0.044444444,-0.062204611,0.00729515,181.5375747531453,High
131,409.17604361386395,14.037457541463837,485.63224136264944,314.62294468983623,0,0,0.061046805,0.032792524,161.27465440093573,Normal
132,480.6278784378463,133.40525452089727,893.2372642236505,278.07894604009164,1,0.022222222,0.10213766996888032,0.00843833,228.68272709178945,High
133,493.60419426327167,103.96750301219708,825.4317769843258,316.82851058116364,0,0,0.04187316,0.010077923,199.03816436146107,Mild
134,393.75742213433205,174.65050280603978,879.0680840767388,200,2,0.044444444,0.28703843767065124,0.00618603,253.69162514340684,High
135,494.9675092718415,87.52357097228422,808.6833692,326.30392948308054,0,0,0.18718932778897995,0.009809225,220.71018312430292,Mild
136,527.8953786880276,102.64313904968817,907.3579925694688,379.7710425999159,3,0.066666667,0.049520298,0.008525049,245.8314936090198,High
137,497.7456655661299,112.13337597581027,940.8884146690608,319.4971872488615,2,0.044444444,0.024046024404178197,0.008724247,217.7410180511588,Mild
138,498.34928553956416,148.35778028444255,940.5441509789244,260.9655567,3,0.066666667,0.21219040852739404,0.00692857,259.94110172706786,High
139,356.3277893205942,176.8447867419022,923.0420454559307,205.2591172976786,2,0.044444444,0.079132886,0.006254645,201.96705615296256,Mild
140,559.1422209319252,81.64836805359185,887.0635951784868,454.0799762490931,1,0.022222222,0.075852399,0.013229687,231.4112312059909,High
141,651.1992439654595,98.71455673727647,1055.5725972243408,473.14738237960654,2,0.044444444,0.1004403198674039,0.009790352,276.09366578296675,Mild
142,421.38099837989233,42.99205257664972,713.0445402047419,366.3055951501863,0,0,0.054876968124648526,0.018431228,189.34010867244035,Mild
143,415.04675597634406,39.86768244260246,475.8651832914607,349.09662132458874,0,0,0.006598489,0.035004597,152.21741904545806,Normal
144,406.7024443229813,63.83931847,846.8414247852376,321.4631629205809,0,0,-0.033303947,0.013425274,151.61780135249805,Normal
145,445.0686456346148,91.53748849961484,868.2822676624908,334.58704689318307,1,0.022222222,0.031134013220213808,0.013114272,179.15616121084022,Normal
146,387.8554516159785,151.6683039290098,972.1880901114818,200,2,0.044444444,0.027704887,0.006430366,202.7895032984159,Mild
147,380.8106579581375,95.39809304311942,855.4833947956062,333.3192388972343,1,0.022222222,0.03269474,0.012423553,177.32996976358294,High
148,472.3764782926369,171.90555433988027,872.6781565097297,247.55991533958215,1,0.022222222,-0.252372153,0.006019881,155.23143417182675,Normal
149,411.6824800047674,45.67462059379254,505.8844449026423,298.05096299230274,0,0,0.081178838,0.020814004,168.32360010793138,Normal
150,483.9624481655075,42.422805483524726,591.9122349472646,384.4795603090821,0,0,-0.032490682,0.020569034,172.63354662386678,Normal
151,447.4329876069813,178.38207086919235,1019.6546060562076,265.98471304282964,3,0.066666667,-0.036701807,0.005470724,202.6972156911585,Mild
152,510.30759141896993,154.51459462789273,1018.600036,297.9479389967354,3,0.066666667,-0.064700356,0.006612382,221.71419832085752,Mild
153,435.80800374442083,128.50246067478028,824.5841057164212,260.20718286681404,0,0,-0.097509832,0.007768143,164.42625039286224,Normal
154,531.1764275535566,25.266155714661057,593.5390191576962,454.3692232864089,0,0,0.011965774001192527,0.031051783,194.1025918582801,Mild
155,491.3376368457538,85.59727870961888,820.5610448,365.7914828869498,0,0,-0.034749941,0.011330983,195.88789012254517,Mild
156,452.374288,81.30480819363147,902.3558352626964,320.34963499831423,1,0.022222222,-0.07194873,0.012267073,152.40620981306014,Normal
157,609.8248639597015,121.31870495163645,1079.445209258417,409.8079408490185,3,0.066666667,-0.051930852,0.006963495,245.66713739938572,High
158,293.4125984475094,62.02885421323728,442.7698002968324,200,0,0,0.081773057,0.017109467,142.46413962358903,Normal
159,457.9385827831895,76.21478011712206,753.9834313,265.7879732666287,0,0,0.10868549205424372,0.011492669,194.96973774865333,Mild
160,480.5952446,112.07252870364162,963.8862299231424,396.5211182,3,0.066666667,0.1414766211401995,0.008025305,249.87269144052027,High
161,547.2303782764843,107.56718095309299,925.6367594728996,379.5049917543343,3,0.066666667,-0.026871994,0.007971899,221.0205331522744,Mild
162,500.0727727885115,103.59386890208762,893.6378785736686,280.39884872206164,1,0.022222222,-0.069297122,0.008161081,186.24258608940625,Mild
163,454.7515461982906,50.29858115425622,863.7943755288766,398.4122288650081,1,0.022222222,0.000143206,0.015419474,183.83719097824095,Mild
164,556.7328909513183,117.67112781023586,927.9214148924236,380.5437368147009,2,0.044444444,0.059320245,0.007951569,238.41395635140503,High
165,427.5232550177989,68.60904545321351,513.4206569,335.35101880401623,0,0,0.005851139,0.019969465,158.0461846843287,Normal
166,434.46149237939727,21.850973103151553,464.2142330668705,336.7608934,0,0,0.050277469972690655,0.03557482,158.75120766428157,Normal
167,511.48777466183594,83.29098881023114,830.7322795154757,370.17922410914525,0,0,0.006126289,0.012119231,184.4142675710981,Mild
168,525.7801876173078,95.33466468487802,921.1546471149644,402.15029013370383,1,0.022222222,0.056010013,0.010830733,224.21234352398952,Normal
169,483.70819396169463,122.22453495867528,975.4418144,257.12612609656867,1,0.022222222,0.19169633755373003,0.008202511,246.3275152036282,High
170,464.3631058,102.28642454582126,862.9060660105567,284.07338992813027,1,0.022222222,0.070301513,0.009609761,214.8463064816077,Mild
171,559.2210387969864,145.62699099993242,1011.2490163665028,336.6799582798843,4,0.088888889,0.22843295276369707,0.006305968,308.3668386269036,High
172,448.70684737745574,156.50371373712005,929.4987291325264,277.18388683609066,2,0.044444444,-0.04696684,0.006993279,188.43015291427707,Mild
173,461.0619601291524,115.92111778953384,837.9975312220104,292.67313647391893,0,0,0.16362728968509385,0.010116425,216.5138809695395,Mild
174,529.9914784476492,114.62152320484378,963.1748181743244,300.7867312606481,2,0.044444444,-0.022203128,0.007550127,220.0687517592844,Mild
175,610.2762533455696,134.21666660878284,1036.7318472062364,372.5430767897475,4,0.088888889,-0.083538298,0.006874886,241.23117826734355,High
176,294.93884906408795,34.63687531528201,370.1546948423117,221.10526713304915,0,0,0.063160186,0.026017967,126.32260036225756,Normal
177,643.0158439211052,106.4004589252533,1052.6311782552948,502.79565395303774,3,0.066666667,-0.001167827,0.008543661,256.4640851236676,High
178,446.3742598561022,118.99908294257462,935.0388373711386,271.9006088508959,1,0.022222222,0.016473879,0.008700235,194.26334080887705,Mild
179,409.54224491731634,63.20609732533323,762.4490594634254,241.6998718905732,0,0,0.058257844,0.013988201,152.3982319,Mild
180,487.59249210477645,92.08816407207232,891.8310967864858,393.67050562215616,1,0.022222222,-0.032269799,0.01399823,181.35848055621048,Mild
181,553.0357629598893,149.03366501189115,1082.8845138778356,431.4974310153924,4,0.088888889,0.078610441,0.007239652,268.35447907351187,High
182,456.5420035779406,62.79453278560975,692.6158859408193,380.2448631423393,0,0,-0.009221786,0.016215657,183.0227552889368,Mild
183,466.18209127392845,64.29068065,752.0977250561659,395.0403989835715,0,0,0.022269542376005827,0.018174939,179.9881131786122,Normal
184,451.04044240757685,148.0190018308126,933.7565816478232,259.84618063646286,2,0.044444444,-0.051496706,0.007248478,189.4606454594734,Mild
185,474.3670673,59.648864744497594,575.9583729265888,311.5833195536681,0,0,0.13459181434848946,0.015085609,202.81434071703836,Mild
186,469.36713424683387,69.54787991277118,818.4534558,383.9057699267328,0,0,0.083005665,0.012704858,193.3040095980283,Mild
187,409.42575079863974,145.00141680973533,778.4887029621902,200,0,0,-0.044468105,0.006886104,171.61771379876458,Normal
188,274.4821453551163,126.09069748015709,747.1211522312435,200,0,0,0.079172627,0.008440647,150.44132942199747,Normal
189,459.30921018091516,97.77307763166512,857.1932371,360.3597456431671,1,0.022222222,0.096151471,0.010268788,221.24513206725845,Mild
190,535.3709334719312,138.48053562838842,973.0080275599528,318.6364297998234,3,0.066666667,-0.027502078,0.006441203,238.11394959723327,High
191,470.7825309421489,94.21143430471147,857.6605596995407,363.8720674245088,1,0.022222222,-0.05019644,0.009686198,179.6009954516289,Normal
192,515.2813824200573,106.58099880555183,979.9271865005696,373.7087652337086,1,0.022222222,0.090136804,0.009231843,224.8375821111325,Mild
193,473.13459449699207,89.82855791665105,954.761208,363.9395082763721,1,0.022222222,-0.002205343,0.010918793,204.3915421848388,High
194,466.18041224119537,52.713614921484975,516.0552214614548,392.0755931040266,0,0,-0.023161857,0.029421982,168.94302092077143,Normal
195,453.98018123017806,68.52087929657709,822.8472153404241,368.0273461748654,0,0,0.020732505264233828,0.011993175,177.60689498300886,Normal
196,499.6783533006218,155.63115476604688,1015.5702723231984,366.5416284928031,3,0.066666667,0.14958890432492616,0.006597383,264.5247020388434,High
197,396.55897408981826,90.81184527513511,743.6517610577678,302.2058648628911,0,0,0.00242832,0.013000399,158.1320365990118,High
198,612.8018345668498,177.1844079908249,1111.3928340032269,452.73604907343713,5,0.1111111111111111,0.093988082,0.006432113,297.1394071430257,High
199,414.4245343,67.13759720341416,848.8398777768414,365.2829165714015,0,0,-0.000567599,0.013853952,169.24956729262024,Normal
200,475.70987592136527,81.65598014296778,874.7676796271624,358.7224609,1,0.022222222,0.030372510445294224,0.012863112,195.65114628129447,Mild
201,563.9609608296837,150.3868837784319,1001.7011642848624,371.52785746213664,5,0.1111111111111111,0.090175641,0.006863923,268.7922432929229,High
202,600.4334318350916,144.19790937093515,1189.792229985177,252.6072401142058,2,0.044444444,0.009618966,0.006981139,245.2232173,High
203,571.2105050732888,129.41975095215713,1038.448983697872,430.4754049757135,3,0.066666667,-0.019056818,0.007609875,231.9834954953224,High
204,368.49718751541064,86.17128660965219,872.9213629083155,299.66867583458577,1,0.022222222,-0.052128919,0.012075613,155.6194749789024,Normal
205,580.1863527758363,95.17159486078461,1089.6642378365543,446.8556456744555,3,0.066666667,-0.013638569,0.008230855,255.40365775533425,High
206,464.9000091139339,112.80620234312678,885.6194599859173,359.1497268158556,2,0.044444444,-0.011660543,0.00934706,192.8810513589144,Mild
207,586.0289306,83.49184241847261,934.7936345775416,482.98193881587247,1,0.022222222,-0.001044338,0.012014889,225.0319906043201,Normal
208,517.6232170200905,42.85632178641837,577.9844271848455,388.1804305138592,0,0,-0.004540781,0.021700885,188.5979182903625,Mild
209,576.9079859811039,89.14303777,804.1952077154033,316.5891840838467,0,0,0.013868566810031678,0.014352471,187.74199294620203,High
210,520.8555509883687,73.46353688,849.4628870726553,329.9658383823752,0,0,0.027487918906565018,0.012313318,201.49146710831067,Mild
211,500.1469994,122.10790401699485,944.9081134214024,335.19444023378327,1,0.022222222,0.026965174,0.007865428,204.5623898042108,Mild
212,509.3446765267872,189.19392114083854,965.4291387,226.93393843153237,4,0.088888889,0.21443653581646746,0.005872736,275.36016204020444,High
213,593.5967560618066,113.80229679288863,1069.390280057855,492.5874449574443,4,0.088888889,0.072497461,0.008121965,260.4738965859349,High
214,500.0243507646017,158.3644609531594,1075.0048333048117,223.2571572,3,0.066666667,0.10631208123547621,0.006065546,251.79432299516515,High
215,464.72252626382067,77.52379347,747.8870202693013,342.91117629115286,0,0,0.12301923305429487,0.01250093,200.3676903565085,Mild
